_id,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
4,473022,44,沖縄県,大宜味村,大宜味村役場旧庁舎,オオギミソンヤクバキュウチョウシャ,,,重要文化財,建造物,大宜味村役場旧庁舎,沖縄県国頭郡大宜味村字大兼久157番地2,,26.70214,128.120606,(0980)44-3006,,,,,大宜味村,2017/2/23,,,,,,,,,,,,
5,473022,45,沖縄県,大宜味村,喜如嘉板敷海岸の板干瀬,キジョカイタビシカイガンノイタビセ,,,県指定天然記念物,その他,喜如嘉海岸,,,26.70638,128.1367,(0980)44-3006,,,,,大宜味村,1974/2/22,,,,,,,,,,,,
6,473022,46,沖縄県,大宜味村,大宜味御嶽のビロウ群落,オオギミウタキノビロウグンラク,,,県指定天然記念物,その他,大宜味御嶽,沖縄県国頭郡大宜味村字大宜味413番地,,26.700657,128.119919,(0980)44-3006,,,,,大宜味村,1974/3/18,,,,,,,,,,,,
7,473022,47,沖縄県,大宜味村,大宜味村の猪垣,オオギミソンノヤマシシガキ,,,村指定史跡文化財,その他,イギミハキンゾー,沖縄県国頭郡大宜味村字押川340番地,,26.685001,128.133502,(0980)44-3006,,,,,大宜味村,2005/10/1,,,,,,,,,,,,
8,473022,48,沖縄県,大宜味村,塩屋ウフンチャのハスノハギリ,シオヤウフンチャノハスノハギリ,,,村指定天然記念物,その他,大山墓地,沖縄県国頭郡大宜味村字塩屋594番地,,26.670605,128.105779,(0980)44-2878,,,,,大土墓地組合,2007/3/1,,,,,,,,,,,,
9,473022,49,沖縄県,大宜味村,津波のビーチロック,ツハノビーチロック,,,村指定天然記念物,その他,大宜味村津波渡海,,,26.66354,128.09749,(0980)44-3006,,,,,大宜味村,2022/4/1,,,,,,,,,,,,
10,473022,50,沖縄県,大宜味村,國頭郡大宜味間切各村全圖及び字圖,クニガミグンオオギミマギリカクムラゼンズオヨビアザズ,,,村指定有形文化財,その他,大宜味村役場,沖縄県国頭郡大宜味村字大兼久157番地,,26.701623,128.120563,(0980)44-3006,,,,,大宜味村,2022/4/1,,,,,,,,,,,,
1,473561,,沖縄県,渡名喜村,渡名喜小中学校跡地の福木,トナキショウチュウガッコウアトチノフクギ,,,村指定重要文化財,その他,,沖縄県渡名喜村1935,,26.37211,127.141121,,,,,,,1992-03-29,,,,,,,,,,,,
2,473561,,沖縄県,渡名喜村,ヌーチュヌーガー御嶽,ヌーチュヌーガーミタケ,,,村指定重要文化財,その他,,沖縄県渡名喜村呼子4588,,26.360975,127.145576,,,,,,,1993-06-04,,,,,,,,,,,,
1,473243,,沖縄県,読谷村,道の駅喜名番所,ミチノエキキナバンショ,道の駅喜名番所,Kina Guardhouse roadside Station,村指定史跡,建造物,喜名番所跡,沖縄県読谷村喜名1-2,,26.3992941,127.7582399,098-958-2944,,,,,,1976-08-18,年末年始以外,9:00,18:00,【休館日】年末年始（12/29-1/3）,,,"喜名番所は、首里城から中頭・国頭地域に至る街道沿いに位置し、
1853年に来沖したペリー提督の調査隊一行も訪れています。",,"現在の建物は戦後60年を経た2005年、
当時の雰囲気を再現し、観光案内所として
整備されました。
また観光ガイドも常駐し、来館者の皆さまをお出迎えしています。",,https://www.dc.ogb.go.jp,
2,473243,,沖縄県,読谷村,長浜貝塚,ナガハマカイヅカ,長浜貝塚,Nagahama shell mound,村指定史跡,その他,長浜貝塚,沖縄県読谷村長浜,,26.41794,127.74137,,,,,,,1976-10-27,,,,,,,"発掘調査の結果、
今から約3500年前（縄文時代後期相当）の遺跡とわかっています。",,"この時期は、まだ農業がおこなわれず、
魚や貝などの海産物やイノシシなどの
野生動物、野山の木の実や植物を食する
狩猟採取生活を営んでいた。",,,長浜山釜原の東方向に位置する
3,473243,,沖縄県,読谷村,樋御墓,ティーウハカ,ティーウハカ,grave,村指定有形民俗文化財,その他,樋御墓,沖縄県読谷村長浜,長浜ダム近くの丘陸の急斜面に位置する,26.416286,127.738342,,,,,,,1976-10-27,,,,,,,"長浜ダム近くの急斜面にあり、ここに行くことは困難である。建築年代は定かではないが、古い形態の墓であると考えられている。
",,"墓の名称は取り付けられていたサンゴ石灰岩製の樋（ティー）に由来するのであろう。
現在、樋は崩れ落ちているが、岩肌をつたって落ちる水を受け、
墓内部に水が流れ込まないような作りに
なっていたようである。",,,別名：カサンジャー御墓
4,473243,,沖縄県,読谷村,チビチリガマ,チビチリガマ,洞窟,cave,村指定史跡,その他,チビチリガマ,沖縄県読谷村波平1153,,26.4066,127.72414,,,,,,,2008-02-07,常時見学可能,,,,,,"1945年、
沖縄戦における
集団自決が行われた場所である。",,この洞窟への避難者約140人のうち83人が肉親同士が殺しあうという「集団自決」で命を落とした。,,https://www.yomitan-kankou.jp,"チビチリガマは、遺族会の許可がない限り、
ガマの内部に立ち入ることは禁止されている。"
5,473243,,沖縄県,読谷村,掩体壕,エンタイゴウ,航空機格納庫,aircraft hangar,村指定史跡,建造物,掩体壕,沖縄県読谷村座喜味2901,,26.40104,127.74496,,,,,,,2009-01-22,常時見学可能,,,,,,掩体壕（えんたいごう）とは旧日本軍が戦闘飛行機を隠し、機体を守るために作られたセメント造りのシェルターです。,,"1943年に約10基が造られましたが、今では１基が残るのみです。
掩体壕はこの地が旧日本軍の飛行場があったことを伝える戦争遺跡として村指定遺跡となっています。",,,
6,473243,,沖縄県,読谷村,忠魂碑,チュウコンヒ,記念碑,monument,村指定史跡,その他,忠魂碑,沖縄県読谷村座喜味2901,,26.39985,127.74355,,,,,,,2009-01-22,常時見学可能,,,,,,明治維新以降の戦争や事変に出征して戦死した、地域出身の兵士達の天皇への忠義を讃えた記念碑である。,,,,,
7,473243,,沖縄県,読谷村,読谷山村道路元標,ヨミタンサンソンドウロモトヒョウ,石碑,stone monument,村指定有形文化財,その他,読谷村喜名道の駅喜名番所,沖縄県読谷村喜名1-2,,26.3992941,127.7582399,098-958-2944,,,,,,2010-03-26,常時見学可能,,,,,,道路元標とは、全国の各市町村に一つずつ設置されたもので、市町村における道路の基準点を示す標石です。,,,,,
8,473243,,沖縄県,読谷村,喜名観音堂,キナカンノンドウ,喜名観音堂,Kina Kannon-do,村指定有形民俗文化財,建造物,観音堂児童公園内,沖縄県読谷村喜名449-6,,26.40049,127.75572,,,,,,,2012-05-23,常時見学可能,,,,,,戦前から瓦葺きの堂宇があり四週の壁は石積みで中には千手観音像を祀っていた。,,,,,
9,473243,,沖縄県,読谷村,喜名士帝君,キナトューティークン,喜名トューティークン,,村指定有形民俗文化財,建造物,観音堂児童公園内,沖縄県読谷村喜名449-7,,26.40049,127.75572,,,,,,,2012-05-23,常時見学可能,,,,,,"観音堂の西隣にある小さな石造りの祠。
かつては、農業神として右肩に鍬をかつぎ、左手には黄金を持った陶器の象が祀られていた。",,,,,
10,473243,,沖縄県,読谷村,比謝橋碑文,ヒジャバシヒブン,石碑,stone monument,村指定有形文化財,その他,比謝橋碑文,沖縄県読谷村比謝矼,,26.370117,127.755692,,,,,,,2012-05-23,常時見学可能,,,,,,,,,,,
1,472018,1,沖縄県,那覇市,琉球国王尚家関係資料,リュウキュウコクオウショウケカンケイシリョウ,,,国宝,その他,那覇市歴史博物館,沖縄県那覇市久茂地1-1-1,パレットくもじ4階,26.21382,127.679459,098-869-5266,,,,,那覇市,2006-06-09,,,,,,,,,,,,
2,472018,2,沖縄県,那覇市,玉陵墓室石牆,タマウドゥンボシツセキショウ,,,国宝,建造物,,沖縄県那覇市首里金城町1-3,,26.217823,127.714882,,,,,,那覇市,2018-12-25,,,,,,,,,,,,
3,472018,3,沖縄県,那覇市,識名園,シキナエン,,,特別名勝,建造物,,沖縄県那覇市字真地421-1,他周辺,26.203968,127.716248,,,,,,那覇市,2000-03-30,,,,,,,,,,,,
4,472018,4,沖縄県,那覇市,円覚寺跡,エンカクジアト,,,史跡,建造物,,沖縄県那覇市首里当蔵町1-1,他周辺,26.219156,127.718552,,,,,,沖縄県、那覇市,1972-05-15,,,,,,,,,,,,
5,472018,5,沖縄県,那覇市,首里城跡,シュリジョウアト,,,史跡,建造物,,沖縄県那覇市首里当蔵町3-1-1,他周辺,26.216957,127.718552,,,,,,国、沖縄県,1972-05-15,,,,,,,,,,,,
6,472018,6,沖縄県,那覇市,末吉宮跡,スエヨシグウアト,,,史跡,建造物,,沖縄県那覇市首里末吉町1,,26.228001,127.714012,,,,,,個人,1972-05-15,,,,,,,,,,,,
7,472018,7,沖縄県,那覇市,玉陵,タマウドゥン,,,史跡,建造物,,沖縄県那覇市首里金城町1-3,,26.217823,127.714882,,,,,,沖縄県、那覇市,1972-05-15,,,,,,,,,,,,
8,472018,8,沖縄県,那覇市,玉陵,タマウドゥン,,,史跡,建造物,,沖縄県那覇市首里金城町3-1,,26.216034,127.715958,,,,,,沖縄県、那覇市,1972-05-15,,,,,,,,,,,,
9,472018,9,沖縄県,那覇市,銘苅墓跡群,メカルハカアトグン,,,史跡,建造物,,沖縄県那覇市銘苅2-10-1,,26.232897,127.69664,,,,,,那覇市,2007-07-26,,,,,,,,,,,,
10,472018,10,沖縄県,那覇市,銘苅墓跡群,メカルハカアトグン,,,史跡,建造物,,沖縄県那覇市銘苅2-3-1,,26.230642,127.698135,,,,,,那覇市,2007-07-26,,,,,,,,,,,,
11,472018,11,沖縄県,那覇市,弁之御嶽,ビンヌウタキ,,,史跡,建造物,,沖縄県那覇市首里鳥堀町4-121,他周辺,26.218437,127.730843,,,,,,那覇市,2018-10-15,,,,,,,,,,,,
12,472018,12,沖縄県,那覇市,伊江殿内庭園,イエドゥンチテイエン,,,名勝,建造物,,沖縄県那覇市首里当蔵町2-21-1,,26.220556,127.720825,,,,,,那覇市,1986-06-16,,,,,,,,,,,,
13,472018,13,沖縄県,那覇市,伊江御殿別邸庭園,イエウドゥンベッテイテイエン,,,名勝,建造物,,沖縄県那覇市首里石嶺町1-62-1,他周辺,26.226288,127.72332,,,,,,那覇市,2009-02-12,,,,,,,,,,,,
14,472018,14,沖縄県,那覇市,首里城書院・鎖之間庭園,シュリジョウショイン・サスノマテイエン,,,名勝,建造物,,沖縄県那覇市首里当蔵町3-1,他周辺,26.216957,127.718552,,,,,,国,2009-07-23,,,,,,,,,,,,
15,472018,15,沖縄県,那覇市,アマミクヌムイ（弁之御嶽）,アマミクヌムイ（ビンヌウタキ）,,,名勝,その他,,沖縄県那覇市首里鳥堀町4-121,他周辺,26.218437,127.730843,,,,,,那覇市,2018-10-15,,,,,,,,,,,,
16,472018,16,沖縄県,那覇市,識名園のｼﾏﾁｽｼﾞﾉﾘ発生地,シキナエンノシマチスジノリハッセイチ,,,天然記念物,その他,,沖縄県那覇市字真地421-1,,26.203968,127.716248,,,,,,那覇市,1972-05-15,,,,,,,,,,,,
17,472018,17,沖縄県,那覇市,識名園のｼﾏﾁｽｼﾞﾉﾘ発生地,シキナエンノシマチスジノリハッセイチ,,,天然記念物,その他,,沖縄県那覇市字真地421-7,,26.203968,127.716248,,,,,,那覇市,1972-05-15,,,,,,,,,,,,
18,472018,18,沖縄県,那覇市,首里金城の大アカギ,シュリキンジョウノオオアカギ,,,天然記念物,その他,,沖縄県那覇市首里金城町3-18,,26.215172,127.716881,,,,,,那覇市,1972-05-15,,,,,,,,,,,,
19,472018,19,沖縄県,那覇市,首里金城の大アカギ,シュリキンジョウノオオアカギ,,,天然記念物,その他,,沖縄県那覇市首里金城町3-20,,26.216034,127.715958,,,,,,那覇市,1972-05-15,,,,,,,,,,,,
20,472018,20,沖縄県,那覇市,新垣家住宅,アラカキケジュウタク,,,重要文化財,建造物,,沖縄県那覇市壺屋1-28-32,,26.21269,127.693344,,,,,,個人,2002-12-26,,,,,,,,,,,,
21,472018,21,沖縄県,那覇市,旧円覚寺放生橋,キュウエンカクジホウジョウバシ,,,重要文化財,建造物,,沖縄県那覇市首里当蔵町2-1,,26.218794,127.720161,,,,,,沖縄県,1972-05-15,,,,,,,,,,,,
22,472018,22,沖縄県,那覇市,天女橋,テンニョバシ,,,重要文化財,建造物,,沖縄県那覇市首里当蔵町1-2,,26.219156,127.718552,,,,,,沖縄県,1972-05-15,,,,,,,,,,,,
23,472018,23,沖縄県,那覇市,旧崇元寺第一門及び石牆,キュウソウゲンジダイイチモンオヨビセキショウ,,,重要文化財,建造物,,沖縄県那覇市泊1-9-1,,26.220848,127.690582,,,,,,那覇市,1972-05-15,,,,,,,,,,,,
24,472018,24,沖縄県,那覇市,園比屋武御嶽石門,ソノヒャンウタキイシモン,,,重要文化財,建造物,,沖縄県那覇市首里真和志町1-7,,26.219154,127.717072,,,,,,那覇市,1972-05-15,,,,,,,,,,,,
25,472018,25,沖縄県,那覇市,伊江御殿墓,イエウドゥンバカ,,,重要文化財,建造物,,沖縄県那覇市首里石嶺町1-62-4,他周辺,26.226288,127.72332,,,,,,個人,1999-12-01,,,,,,,,,,,,
26,472018,26,沖縄県,那覇市,銅鐘（旧首里城正殿鐘）,ドウショウ（キュウシュリジョウセイデンショウ）,,,登録有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,1978-06-15,,,,,,,,,,,,
38,472018,38,沖縄県,那覇市,琉球古典音楽,リュウキュウコテンオンガク,,,重要無形文化財,芸能,,沖縄県那覇市宇久原,,26.184452,127.66581,,,,,,中村　一雄,2019-10-25,,,,,,,,,,,,
27,472018,27,沖縄県,那覇市,梵鐘（旧円覚寺殿前鐘・殿中鐘・桜鐘）,ボンショウ（キュウエンカクジゼンショウ・デンチュウショウ・ロウショウ）,,,登録有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,1978-06-15,,,,,,,,,,,,
28,472018,28,沖縄県,那覇市,おもろさうし,オモロソウシ,,,登録有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,1973-06-06,,,,,,,,,,,,
29,472018,29,沖縄県,那覇市,混効験集,コンコウケンシュウ,,,登録有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,1973-06-06,,,,,,,,,,,,
30,472018,30,沖縄県,那覇市,田名家文書（附麻姓田名家家譜）,ダナケモンジョ（フマセイダナケカフ）,,,登録有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,個人蔵,1973-06-06,,,,,,,,,,,,
31,472018,31,沖縄県,那覇市,明孝宗勅諭琉球国中山王尚真宛,ミンコウソウチョクユリュウキュウコクチュウザンオウショウシンアテ,,,登録有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,1999-06-07,,,,,,,,,,,,
32,472018,32,沖縄県,那覇市,琉球芸術調査写真<鎌倉芳太郎撮影>,リュウキュウゲイジュツチョウサシャシン<カマクラヨシタロウサツエイ>,,,登録有形文化財,美術工芸品,沖縄県立芸術大学,沖縄県那覇市首里金城町3-6,,26.215172,127.716881,,,,,,沖縄県,2005-06-09,,,,,,,,,,,,
33,472018,33,沖縄県,那覇市,伊江御殿家資料,イエウドゥンケシリョウ,,,登録有形文化財,美術工芸品,那覇市歴史博物館,沖縄県那覇市久茂地1-1-1,パレットくもじ4階,26.21382,127.679459,098-869-5266,,,,,個人,2019-07-23,,,,,,,,,,,,
34,472018,34,沖縄県,那覇市,琉球国之図,リュウキュウコクノズ,,,登録有形文化財,美術工芸品,沖縄県立図書館,沖縄県那覇市泉崎2-20-1,A街区ビル　3F～5F　,26.209772,127.683029,098-894-5858,,,,,沖縄県,2016-08-17,,,,,,,,,,,,
35,472018,35,沖縄県,那覇市,間切図,マギリズ,,,登録有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,2016-08-17,,,,,,,,,,,,
36,472018,36,沖縄県,那覇市,琉球国時代石碑,リュウキュウコクジダイセキヒ,,,登録有形文化財,美術工芸品,沖縄県立博物館・美術館,沖縄県那覇市おもろまち3-1-1,,26.227057,127.693695,098-941-8200,,,,,沖縄県,2019-07-23,,,,,,,,,,,,
37,472018,37,沖縄県,那覇市,琉球古典音楽,リュウキュウコテンオンガク,,,重要無形文化財,芸能,,沖縄県那覇市東町,,26.212135,127.674004,,,,,,照喜名　朝一,2000-06-06,,,,,,,,,,,,
39,472018,39,沖縄県,那覇市,組踊音楽歌三線,クミオドリオンガクウタサンシン,,,重要無形文化財,芸能,,沖縄県那覇市仲井真,,26.194206,127.708344,,,,,,西江喜春,2011-09-05,,,,,,,,,,,,
40,472018,40,沖縄県,那覇市,組踊音楽歌三線,クミオドリオンガクウタサンシン,,,重要無形文化財,芸能,,沖縄県那覇市与儀,,26.202522,127.694633,,,,,,城間　德太郎,2005-08-30,,,,,,,,,,,,
41,472018,41,沖縄県,那覇市,組踊音楽太鼓,クミオドリオンガクタイコ,,,重要無形文化財,芸能,,沖縄県那覇市繁多川,,26.214005,127.711464,,,,,,比嘉　聰,2017-10-02,,,,,,,,,,,,
42,472018,42,沖縄県,那覇市,紅型,ビンガタ,,,重要無形文化財,工芸技術,,沖縄県那覇市首里山川町,,26.223549,127.711983,,,,,,玉那覇　有公,1996-05-10,,,,,,,,,,,,
43,472018,43,沖縄県,那覇市,首里の織物,シュリノオリモノ,,,重要無形文化財,工芸技術,,沖縄県那覇市首里汀良町,,26.220655,127.723732,,,,,,宮平　初子,1998-06-08,,,,,,,,,,,,
44,472018,44,沖縄県,那覇市,結髪（沖縄伝統芸能）,ケッパツ（オキナワデントウゲイノウ）,,,記録作成等の措置を講ずべき無形文化財,芸能,,沖縄県那覇市大道,,26.218866,127.69928,,,,,,古波藏　佐紀,2008-09-11,,,,,,,,,,,,
45,472018,45,沖縄県,那覇市,壺屋の荒焼,ツボヤノアラヤチ,,,記録作成等の措置を講ずべき無形文化財,工芸技術,沖縄陶器保存会,沖縄県那覇市,,26.212296,127.679214,,,,,,,1977-06-01,,,,,,,,,,,,
46,472018,46,沖縄県,那覇市,那覇安里のフェ－ヌシマ,ナハアサトノフェーヌシマ,,,記録作成等の措置を講ずべき無形文化財,芸能,,沖縄県那覇市字安里,,26.220181,127.696609,,,,,,那覇安里ﾌｪｰﾇｼﾏ保存会,1979-12-07,,,,,,,,,,,,
47,472018,47,沖縄県,那覇市,沖縄の綱引き,オキナワノツナヒキ,,,記録作成等の措置を講ずべき無形文化財,その他,,沖縄県那覇市,,26.212296,127.679214,,,,,,,1994-12-07,,,,,,,,,,,,
48,472018,48,沖縄県,那覇市,新垣家住宅主屋,アラカキケジュウタクオモヤ,,,登録有形文化財,建造物,,沖縄県那覇市首里末吉町2-124-2,,26.23065,127.71154,,,,,,個人所有,2007-07-31,,,,,,,,,,,,
49,472018,49,沖縄県,那覇市,新垣家住宅ヒンプン,アラカキケジュウヒンプン,,,登録有形文化財,建造物,,沖縄県那覇市首里末吉町2-124-2,,26.23065,127.71154,,,,,,個人所有,2007-07-31,,,,,,,,,,,,
50,472018,50,沖縄県,那覇市,新垣家住宅石垣,アラカキケジュウタクイシガキ,,,登録有形文化財,建造物,,沖縄県那覇市首里末吉町2-124-2,,26.23065,127.71154,,,,,,個人所有,2007-07-31,,,,,,,,,,,,
51,472018,51,沖縄県,那覇市,新垣家住宅フール,アラカキケジュウタクフール,,,登録有形文化財,建造物,,沖縄県那覇市首里末吉町2-124-2,,26.23065,127.71154,,,,,,個人所有,2007-07-31,,,,,,,,,,,,
52,472018,52,沖縄県,那覇市,新垣家住宅東池,アラカキケジュウタクヒガシイケ,,,登録有形文化財,建造物,,沖縄県那覇市首里末吉町2-124-2,,26.23065,127.71154,,,,,,個人所有,2007-07-31,,,,,,,,,,,,
53,472018,53,沖縄県,那覇市,新垣家住宅南池,アラカキケジュウタクミナミイケ,,,登録有形文化財,建造物,,沖縄県那覇市首里末吉町2-124-2,,26.23065,127.71154,,,,,,個人所有,2007-07-31,,,,,,,,,,,,
54,472018,54,沖縄県,那覇市,旧円覚寺総門,キュウエンカクジソウモン,,,県指定有形文化財,建造物,,沖縄県那覇市首里当蔵町2-1,,26.218794,127.720161,,,,,,沖縄県,1972-05-12,,,,,,,,,,,,
55,472018,55,沖縄県,那覇市,旧首里城守礼門,キュウシュリジョウシュレイモン,,,県指定有形文化財,建造物,,沖縄県那覇市首里当蔵町3,,26.217548,127.719429,,,,,,沖縄県,1972-05-12,,,,,,,,,,,,
56,472018,56,沖縄県,那覇市,末吉宮磴道,スエヨシグウトウドウ,,,県指定有形文化財,建造物,,沖縄県那覇市首里末吉町1,,26.228001,127.714012,,,,,,末吉宮,1956-02-22,,,,,,,,,,,,
57,472018,57,沖縄県,那覇市,龍淵橋,リュウエンキョウ,,,県指定有形文化財,建造物,,沖縄県那覇市首里当蔵町1-2,,26.219156,127.718552,,,,,,那覇市,1959-01-29,,,,,,,,,,,,
58,472018,58,沖縄県,那覇市,ヒジ川橋及び取付道路,ヒジガワバシオヨビトリツケドウロ,,,県指定有形文化財,建造物,,沖縄県那覇市字真地,,26.203259,127.71991,,,,,,沖縄県,1959-12-16,,,,,,,,,,,,
59,472018,59,沖縄県,那覇市,壺屋荒焼のぼり窯附石牆,ツボヤノアラヤチノボリガマフセキショウ,,,県指定有形文化財,建造物,,沖縄県那覇市壺屋1-86,,26.21303,127.69162,,,,,,沖縄陶器（株）,1973-03-19,,,,,,,,,,,,
60,472018,60,沖縄県,那覇市,自了筆白沢之図,ジリョウヒツハクタクノズ,,,県指定有形文化財,美術工芸品,首里城公園管理ｾﾝﾀｰ,沖縄県那覇市首里金城町1-2,,26.217823,127.714882,,,,,,一般財団法人沖縄美ら島財団,1958-01-17,,,,,,,,,,,,
