_id,NO,名称,名称_カナ,住所,方書,緯度,経度,標高,電話番号,内線番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,備考
8,8,北中城村老人デイサービスセンターしおさい,キタナカグスクソンロウジンデイサービスセンターシオサイ,沖縄県中頭郡北中城村字美崎262,,26.303453,127.822594,,098-935-5190,,47327,沖縄県,北中城村,1,1,,1,,1,1,,,,,,
9,9,喜舎場保育所,キシャバホイクショ,沖縄県中頭郡北中城村字喜舎場253,,26.301451,127.795456,,098-935-2510,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
10,10,喜舎場児童公園,キシャバジドウコウエン,沖縄県中頭郡北中城村字喜舎場192,,26.305475,127.795227,,098-935-2233,,47327,沖縄県,北中城村,1,,1,1,1,1,1,,,,,,
11,11,仲順公園,チュンジュンコウエン,沖縄県中頭郡北中城村字仲順85,,26.302649,127.800385,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
12,12,熱田公園,アッタコウエン,沖縄県中頭郡北中城村字熱田304,,26.297272,127.804466,,098-935-2233,,47327,沖縄県,北中城村,1,,1,1,1,1,1,,,,,,
13,13,熱田緑地公園,アッタリョクチコウエン,沖縄県中頭郡北中城村字熱田2070-4,,26.297585,127.810143,,098-935-2233,,47327,沖縄県,北中城村,1,1,,1,,1,1,,,,,,
14,14,しおさい公苑,シオサイコウエン,沖縄県中頭郡北中城村字熱田2070-7,,26.297585,127.810143,,098-935-3773,,47327,沖縄県,北中城村,1,1,,1,,1,1,,,,,,
15,15,渡口みどり公園,トグチミドリコウエン,沖縄県中頭郡北中城村字渡口362,,26.304443,127.808556,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
16,16,渡口多目的広場,トグチタモクテキヒロバ,沖縄県中頭郡北中城村字渡口475-1,,26.301163,127.810059,,098-935-2233,,47327,沖縄県,北中城村,1,1,,1,,1,1,,,,,,
17,17,島袋中央公園,シマブクチュウオウコウエン,沖縄県中頭郡北中城村字島袋100,,26.319866,127.799263,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
18,18,ロカイ公園,ロカイコウエン,沖縄県中頭郡北中城村字島袋261,,26.319872,127.800896,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
19,19,あおい公園,アオイコウエン,沖縄県中頭郡北中城村字島袋600-9,,26.32283,127.802452,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
20,20,ゆうな公園,ユウナコウエン,沖縄県中頭郡北中城村字島袋606,,26.322563,127.800667,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
21,21,屋宜原公園,ヤギバルコウエン,沖縄県中頭郡北中城村字屋宜原794,,26.310146,127.793457,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
22,22,若松公園,ワカマツコウエン,沖縄県中頭郡北中城村字安谷屋131,,26.297972,127.789963,,098-935-2233,,47327,沖縄県,北中城村,1,,1,1,1,1,1,,,,,,
23,23,イームイ公園,イームイコウエン,沖縄県中頭郡北中城村字安谷屋223,,26.295374,127.787727,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
24,24,農村広場,ノウソンヒロバ,沖縄県中頭郡北中城村字荻道185,,26.290398,127.797112,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
25,25,兄弟公園,チョーデーヒロバ,沖縄県中頭郡北中城村字大城140-1,,26.291925,127.800514,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
26,26,大城広場,オオグスクヒロバ,沖縄県中頭郡北中城村字大城70,,26.290319,127.79908,,098-935-2233,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
27,27,北中城中央広場,キタナカグスクチュウオウヒロバ,沖縄県中頭郡北中城村字喜舎場253,,26.301451,127.795456,,098-935-2233,,47327,沖縄県,北中城村,1,,1,1,1,1,1,,,,,,
28,28,美崎広場,ミサキヒロバ,沖縄県中頭郡北中城村字美崎265,,26.303453,127.822594,,098-935-2233,,47327,沖縄県,北中城村,1,1,,1,,1,1,,,,,,
29,29,イオンモール沖縄ライカム駐車場,イオンモールオキナワライカムチュウシャジョウ,沖縄県中頭郡北中城村字ﾗｲｶﾑ,,26.312994,127.796249,,,,47327,沖縄県,北中城村,1,1,1,1,1,1,1,,,,,,
30,30,沖縄県総合運動公園,オキナワケンソウゴウウンドウコウエン,沖縄県沖縄市比屋根5-3-1,,26.309458,127.820869,,098-932-5114,,47211,沖縄県,沖縄市,1,1,1,1,1,1,1,,,,,,
1,,名護市立羽地小学校（体育館）,ナゴシリツハネジショウガッコウ（タイイクカン）,沖縄県名護市田井等601ｰ2,,26.618177,128.010513,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
2,,名護市立名護小学校（体育館）,ナゴシリツナゴショウガッコウ（タイイクカン）,沖縄県名護市大西2ｰ2‐22,,26.594496,127.97966,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
3,,名護市立久辺小学校（体育館）,ナゴシリツクベショウガッコウ（タイイクカン）,沖縄県名護市豊原208,,26.520798,128.023468,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
4,,名護市立羽地中学校（体育館）,ナゴシリツハネジチュウガッコウ（タイイクカン）,沖縄県名護市仲尾次770,,26.625132,128.022247,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
5,,名護市立久辺中学校（体育館）,ナゴシリツクベチュウガッコウ（タイイクカン）,沖縄県名護市豊原208,,26.520798,128.023468,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
6,,名護市立大北小学校（体育館）,ナゴシリツオオキタショウガッコウ（タイイクカン）,沖縄県名護市大北4ｰ19ｰ37,,26.605804,127.991562,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
7,,名護市立稲田小学校（体育館）,ナゴシリツイナダショウガッコウ（タイイクカン）,沖縄県名護市我部祖河440‐1,,26.622669,128.003403,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
8,,名護市立大宮小学校（体育館）,ナゴシリツオオミヤショウガッコウ（タイイクカン）,沖縄県名護市宮里5ｰ13‐22,,26.5973,127.971855,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
9,,名護市立大宮中学校（体育館）,ナゴシリツオオミヤチュウガッコウ（タイイクカン）,沖縄県名護市宮里7－2‐66,,26.604961,127.979172,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
10,,名護市立屋部小学校中山分校（体育館）,ナゴシリツヤブショウガッコウナカヤマブンコウ（タイイクカン）,沖縄県名護市中山208‐1,,26.625708,127.964027,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
11,,喜瀬カントリークラブ宿舎前,キセカントリークラブシュクシャマエ,沖縄県名護市喜瀬1345‐1,,26.527142,127.943565,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
12,,喜瀬ビーチパレスホテル,キセビーチパレスホテル,沖縄県名護市喜瀬115ｰ2,,26.53631,127.938301,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
13,,AJ幸喜リゾート,エイジェイコウキリゾート,沖縄県名護市幸喜117,,26.539755,127.949226,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
14,,沖縄サンコーストホテル,オキナワサンコーストホテル,沖縄県名護市幸喜108,,26.535122,127.949707,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
15,,幸喜貯水タンク前,コウキチョスイタンクマエ,沖縄県名護市幸喜499,地先,26.532351,127.95919,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
16,,仲兼久原高台,ナハガニクバルタカダイ,沖縄県名護市,幸喜幹線農道1号線,26.32114,127.57168,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
17,,赤混田原高台,ハークンディバルタカダイ,沖縄県名護市,幸喜幹線農道1号線,26.32214,127.57299,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
18,,許田区津波避難目標地点,キョダクツナミヒナンジョモクヒョウチテン,沖縄県名護市許田675,,26.542883,127.982597,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
19,,許田ゴルフクラブ,キョダゴルフクラブ,沖縄県名護市許田505‐1,,26.540749,127.979507,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
20,,タンク場前,タンクジョウマエ,沖縄県名護市,数久田1号線,26.33553,127.59151,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
21,,世冨慶運動公園,ヨフケウンドウコウエン,沖縄県名護市世冨慶139‐1,,26.575628,127.987549,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
22,,名護市食肉センター駐車場,ナゴシショクニクセンターチュウシャジョウ,沖縄県名護市世冨慶755,,26.565321,127.99662,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
23,,名護城公園ノッポ椰子の広場,ナゴジョウコウエンノッポヤシノヒロバ,沖縄県名護市,名護（名護城公園内）,26.35231,127.59324,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
24,,名護城大橋,ナゴジョウオオハシ,沖縄県名護市,県道18号線上,26.35142,127.59303,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
25,,オリオンビール名護工場,オリオンビールナゴコウジョウ,沖縄県名護市東江2ｰ2‐1,,26.586386,127.989166,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
26,,ホテルルートイン名護,ホテルルートインナゴ,沖縄県名護市東江5ｰ11ｰ3,,26.580326,127.98484,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
27,,県営東江高層住宅 ,ケンエイアガリエコウソウジュウタク,沖縄県名護市東江5ｰ1‐1,,26.584929,127.983559,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
28,,名護市民会館,ナゴシミンカイカン,沖縄県名護市港2ｰ1‐1,,26.59041,127.97525,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
29,,大東区公園　,ダイトウクコウエン,沖縄県名護市大東3ｰ11‐18,,26.592024,127.991211,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
30,,産業支援センター,サンギョウシエンセンター,沖縄県名護市大中1ｰ19‐24,,26.590603,127.984978,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
31,,ホテルデルフィーノ名護,ホテルデルフィーノナゴ,沖縄県名護市大南1ｰ5‐14,,26.592312,127.979996,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
32,,大中緑地公園,オオナカリョクチコウエン,沖縄県名護市大中3ｰ17番,,26.595446,127.985939,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
33,,嵩原公園,タケハラコウエン,沖縄県名護市大中5ｰ1番,,26.594084,127.989983,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
34,,大西公民館,オオニシコウミンカン,沖縄県名護市大西3ｰ8‐12,,26.59597,127.983612,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
35,,うみのほし幼稚園,ウミノホシヨウチエン,沖縄県名護市大西2ｰ1‐20,,26.59341,127.983101,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
36,,柳児童公園,ヤナギジドウコウエン,沖縄県名護市大北5ｰ9‐11,,26.605864,127.983955,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
37,,大中公園,オオナカコウエン,沖縄県名護市大北1ｰ3703‐1,,26.600302,127.991188,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
38,,大北公民館,オオキタコウミンカン,沖縄県名護市大北1ｰ7‐1,,26.601036,127.994255,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
39,,為又公園,ビイマタコウエン,沖縄県名護市為又507‐48,,26.614817,127.974152,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
40,,北部地区医師会北部看護学校の駐車場,ホクブチクイシカイホクブカンゴガッコウノチュウシャジョウ,沖縄県名護市為又1219‐91,,26.616201,127.967697,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
41,,スーパーホテル沖縄名護,スーパーホテルオキナワナゴ,沖縄県名護市宮里1018,,26.60446,127.973747,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
42,,大宮小学校,オオミヤショウガッコウ,沖縄県名護市宮里5ｰ13‐22,,26.5973,127.971855,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
43,,宮里キリストの教会駐車場,ミヤザトキリストノキョウカイチュウシャジョウ,沖縄県名護市宮里3ｰ30ｰ30,,26.594732,127.967323,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
44,,名護厚生園,ナゴコウセイエン,沖縄県名護市宮里5ｰ4‐29,,26.600061,127.971947,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
45,,市立中央図書館,シリツチュウオウトショカン,沖縄県名護市宮里5ｰ6‐1,,26.599579,127.97065,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
46,,ホテルゆがふいんおきなわ,ホテルユガフインオキナワ,沖縄県名護市宮里453‐1,,26.593525,127.965637,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
47,,宮里公園,ミヤザトコウエン,沖縄県名護市宮里4ｰ7番,,26.599396,127.969879,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
48,,久志公園,クシコウエン,沖縄県名護市久志790‐1,,26.517,128.006317,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
49,,みらい四号館,ミライヨンゴウカン,沖縄県名護市久志283,,26.522812,127.99781,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
50,,豊原公民館,トヨハラコウミンカン,沖縄県名護市豊原221ｰ24,,26.520456,128.019318,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
51,,久辺小学校,クベショウガッコウ,沖縄県名護市豊原208,,26.520798,128.023468,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
52,,久辺中学校,クベチュウガッコウ,沖縄県名護市豊原208,,26.520798,128.023468,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
53,,辺野古紫雲道場,ヘノコシウンドウジョウ,沖縄県名護市辺野古134‐15,,26.523258,128.029816,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
54,,辺野古運動公園,ヘノコウンドウコウエン,沖縄県名護市辺野古360‐79,,26.521055,128.037888,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
55,,デイサービス　二見の里,デイサービス　フタミノサト,沖縄県名護市二見241‐7,,26.556677,128.023209,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
56,,大川区津波避難目標地点１（旧道と県道の合流地点）　,オオカワクツナミヒナンモクヒョウチテン１（キュウドウトケンドウノゴウリュウチテン）,沖縄県名護市,旧県道18号,26.34191,128.01536,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
57,,大川区津波避難目標地点２（大股）,オオカワクツナミヒナンモクヒョウチテン２（オオマタ）,沖縄県名護市,農道（名護市）,26.3427,128.02239,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
58,,エナジックカントリークラブ駐車場,エナジックカントリークラブチュウシャジョウ,沖縄県名護市瀬嵩463ｰ3,,26.568281,128.056885,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
59,,汀間区津波避難場所（県タンク）,テイマクツナミヒナンバショ（ケンタンク）,沖縄県名護市,汀間地内,26.332,128.03375,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
60,,三原区津波避難目標地点　,ミハラクツナミヒナンモクヒョウチテン,沖縄県名護市,三原志根垣線延長上,26.34109,128.04117,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
61,,安部区津波避難目標地点１（安部市営住宅上）,アブクツナミヒナンモクヒョウチテン１（アブシエイジュウタクウエ）,沖縄県名護市,安部農道,26.32329,128.05294,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
62,,安部区津波避難目標地点２,アブクツナミヒナンモクヒョウチテン２,沖縄県名護市,国道331号,26.32301,128.05083,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
63,,カヌチャベイリゾート駐車場,カヌチャベイリゾートチュウシャジョウ,沖縄県名護市安部156ｰ2,,26.549772,128.075607,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
64,,嘉陽区津波避難目標地点,カヨウクツナミヒナンモクヒョウチテン,沖縄県名護市,農道,26.3248,128.05577,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
65,,上城（拝所）,ジョウグスク（ハイジョ）,沖縄県名護市嘉陽41,,26.33119,128.06302,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
66,,名護市ポンプ場横一帯,ナゴシポンプジョウヨコイッタイ,沖縄県名護市嘉陽41,,26.33147,128.06345,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
67,,底仁屋公民館,ソコニヤコウミンカン,沖縄県名護市天仁屋696‐1,,26.565798,128.130676,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
68,,天仁屋公民館　,テニヤコウミンカン,沖縄県名護市天仁屋273,,26.577972,128.117935,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
69,,有津簡易水道タンク,アッツカンイスイドウタンク,沖縄県名護市天仁屋516,,26.589527,128.110352,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
70,,有津津波避難目標地点１,アッツツナミヒナンモクヒョウチテン１,沖縄県名護市,国道331号,26.3509,128.07234,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
71,,有津津波避難目標地点２,アッツツナミヒナンモクヒョウチテン２,沖縄県名護市,国道331号,26.35167,128.07386,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
72,,伊差川運動公園,イサガワウンドウコウエン,沖縄県名護市伊差川32ｰ2,,26.605593,128.005371,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
73,,川上公民館,カワカミコウミンカン,沖縄県名護市川上3,,26.619444,128.018707,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
74,,親川公民館,オヤカワコウミンカン,沖縄県名護市親川67‐1,,26.609491,128.024216,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
75,,仲尾区津波避難目標地点,ナカオクツナミヒナンモクヒョウチテン,沖縄県名護市,親川地内,26.37391,128.00591,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
76,,山田公園,ヤマダコウエン,沖縄県名護市田井等909,,26.600531,128.023651,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
77,,我部祖河之御嶽,ガブソカノミタケ,沖縄県名護市我部祖河33‐1,,26.626295,127.999115,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
78,,源河区津波避難目標地点１,ゲンガクツナミヒナンモクヒョウチテン１,沖縄県名護市源河1856,,26.635878,128.069839,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
79,,源河区津波避難目標地点２,ゲンガクツナミヒナンモクヒョウチテン２,沖縄県名護市,県道14号線,26.37524,128.04054,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
80,,稲嶺区津波避難目標地点（クイユーのＴ字路）,イナミネクツナミヒナンモクヒョウチテン（クイユーノティージロ）,沖縄県名護市,稲嶺地区農免農道,26.37488,128.02308,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
81,,真喜屋阿社義,マキヤアシャギ,沖縄県名護市真喜屋84,,26.615919,128.047897,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
82,,真喜屋公民館,マキヤコウミンカン,沖縄県名護市真喜屋73,,26.630098,128.038742,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
83,,屋之上（ヤーヌウイ）,ヤーヌウイ,沖縄県名護市仲尾次1067‐1,,26.609425,128.038788,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
84,,羽地支所,ハネジシショ,沖縄県名護市仲尾次829,,26.623203,128.023788,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
85,,羽地中学校,ハネジチュウガッコウ,沖縄県名護市仲尾次756,,26.625132,128.022247,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
86,,嵐山の茶工場,アラシヤマノチャコウジョウ,沖縄県名護市呉我940ｰ2,,26.634502,127.99826,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
87,,嵐山展望台,アラシヤマテンボウダイ,沖縄県名護市呉我1460ｰ2,,26.634502,127.99826,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
88,,あだね川公園,アダネガワコウエン,沖縄県名護市宇茂佐の森4‐9,,26.601082,127.962357,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
89,,名護特別支援学校後方交差点,ナゴトクベツシエンガッコウコウホウコウサテン,沖縄県名護市,宇茂佐の森地内,26.35594,127.57283,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
90,,県職員住宅入口,ケンショクインジュウタクイリグチ,沖縄県名護市宇茂佐428‐15,,26.35548,127.57252,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
91,,名護療育園,ナゴリョウイクエン,沖縄県名護市宇茂佐1765,,26.607536,127.966431,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
92,,勝山ガーデンゴルフ練習場前,カツヤマガーデンゴルフレンシュウジョウマエ,沖縄県名護市,屋部26号線勝山線,26.36178,127.5638,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
93,,屋部区津波避難目標地点（国道449号線）,ヤブクツナミヒナンモクヒョウチテン（コクドウ449ゴウセン）,沖縄県名護市,国道449号,26.36209,127.57219,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
94,,山入端区津波目標地点１,ヤマノハクツナミモクヒョウチテン１,沖縄県名護市,砂田原線,26.36224,127.56119,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
95,,山入端区津波避難目標地点２,ヤマノハクツナミヒナンモクヒョウチテン２,沖縄県名護市,上原線,26.36414,127.56118,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
96,,安和区津波避難目標地点,アワクツナミヒナンモクヒョウチテン,沖縄県名護市,,26.3636,127.55596,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
97,,琉球セメント事務所屋上,リュウキュウセメントジムショオクジョウ,沖縄県名護市安和1008,,26.620237,127.922981,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
98,,部間権現の鳥居　,ブーマコンゲンノトリイ　,沖縄県名護市安和２６４０,,26.606867,127.901306,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
99,,中山公民館,ナカヤマコウミンカン,沖縄県名護市中山１２９,,26.628656,127.967476,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
100,,饒平名区一時避難場所,ヨヘナクイチジヒナンバショ,沖縄県名護市饒平名1243－1,,26.660213,128.007507,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
1,1,与那原町交流センターひざし,ヨナバルチョウコウリュウセンター　ヒザシ,沖縄県与那原町字与那原3090-2,,26.200232,127.753494,,,,473481,沖縄県,与那原町,1,1,1,1,1,1,,,,,,,
2,2,与那原町コミュニティーセンター,ヨナルチョウコミュニティーセンター,沖縄県与那原町字与那原712,,26.203819,127.755676,,,,473481,沖縄県,与那原町,,1,,1,,1,,,,,,,
3,3,与那原町社会福祉協議会,ヨナバルチョウシャカイフクシキョウギカイ,沖縄県与那原町字上原16-2,,26.199156,127.751305,,,,473481,沖縄県,与那原町,1,1,1,1,1,1,,,,,,,
4,4,与那原町立 あかぎ児童館,ヨナバルチョウリツアカギジドウカン,沖縄県与那原町字与那原912,,26.206688,127.755455,,,,473481,沖縄県,与那原町,,1,,1,,1,,,,,,,
5,5,与那原町観光交流施設,ヨナバルチョウカンコウコウリュウシセツ,沖縄県与那原町字与那原3179,,26.204723,127.751228,,,,473481,沖縄県,与那原町,1,1,1,1,1,1,,,,,,,
6,6,上ノ森公園,ウエノモリコウエン,沖縄県与那原町与那原3179,,26.204723,127.751228,,,,473481,沖縄県,与那原町,1,1,1,1,1,1,,,,,,,
7,7,与原公園,ヨウバルコウエン,沖縄県与那原町与那原897,,26.207174,127.755066,,,,473481,沖縄県,与那原町,,,1,1,1,1,,,,,,,
8,8,与那古浜公園,ヨナコハマコウエン,沖縄県与那原町東浜77,,26.206249,127.76162,,,,473481,沖縄県,与那原町,,1,,1,,1,,,,,,,
